query_item,recommended_item,rank,algorithm,basket_type,condition,segment_id,support,confidence,lift,cluster_label
0bcc3eeca39e1064258aa1e932269894,422879e10f46682990de24d770e7f83d,1,Apriori,product,all,,0.0003989626969878,0.06,2.563465909090909,
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,1,Apriori,product,all,,0.0019283197021078,0.1895424836601307,6.251160990712075,
36f60d45225e60c7da4558b070ce4b60,e53e557d5a159f5aa2c5e995dfdf244b,1,Apriori,product,all,,0.0022607886162643,0.3090909090909091,30.18453364817001,
36f60d45225e60c7da4558b070ce4b60,3f14d740544f37ece8a9e7bc8349797e,2,Apriori,product,all,,0.0007979253939756,0.109090909090909,21.03356643356643,
3f14d740544f37ece8a9e7bc8349797e,36f60d45225e60c7da4558b070ce4b60,1,Apriori,product,all,,0.0007979253939756,0.1538461538461538,21.03356643356643,
4fcb3d9a5f4871e8362dfedbdb02b064,f4f67ccaece962d013a4e1d7dc3a61f7,1,Apriori,product,all,,0.0011303943081321,0.1910112359550562,51.2967495987159,
6c3effec7c8ddba466d4f03f982c7aa3,0aabfb375647d9738ad0f7b4ea3653b1,1,Apriori,product,all,,0.0003324689141565,0.0531914893617021,5.8390277993477255,
99a4788cb24856965c36a24e339b6058,35afc973633aaeb6b877ff57b2793310,1,Apriori,product,all,,0.0019283197021078,0.0635964912280701,6.251160990712076,
e53e557d5a159f5aa2c5e995dfdf244b,36f60d45225e60c7da4558b070ce4b60,1,Apriori,product,all,,0.0022607886162643,0.2207792207792208,30.184533648170014,
f4f67ccaece962d013a4e1d7dc3a61f7,4fcb3d9a5f4871e8362dfedbdb02b064,1,Apriori,product,all,,0.0011303943081321,0.3035714285714286,51.2967495987159,
0bcc3eeca39e1064258aa1e932269894,422879e10f46682990de24d770e7f83d,1,FP-Growth,product,all,,0.0003989626969878,0.06,2.563465909090909,
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,1,FP-Growth,product,all,,0.0019283197021078,0.1895424836601307,6.251160990712075,
36f60d45225e60c7da4558b070ce4b60,e53e557d5a159f5aa2c5e995dfdf244b,1,FP-Growth,product,all,,0.0022607886162643,0.3090909090909091,30.18453364817001,
36f60d45225e60c7da4558b070ce4b60,3f14d740544f37ece8a9e7bc8349797e,2,FP-Growth,product,all,,0.0007979253939756,0.109090909090909,21.03356643356643,
3f14d740544f37ece8a9e7bc8349797e,36f60d45225e60c7da4558b070ce4b60,1,FP-Growth,product,all,,0.0007979253939756,0.1538461538461538,21.03356643356643,
4fcb3d9a5f4871e8362dfedbdb02b064,f4f67ccaece962d013a4e1d7dc3a61f7,1,FP-Growth,product,all,,0.0011303943081321,0.1910112359550562,51.2967495987159,
6c3effec7c8ddba466d4f03f982c7aa3,0aabfb375647d9738ad0f7b4ea3653b1,1,FP-Growth,product,all,,0.0003324689141565,0.0531914893617021,5.8390277993477255,
99a4788cb24856965c36a24e339b6058,35afc973633aaeb6b877ff57b2793310,1,FP-Growth,product,all,,0.0019283197021078,0.0635964912280701,6.251160990712076,
e53e557d5a159f5aa2c5e995dfdf244b,36f60d45225e60c7da4558b070ce4b60,1,FP-Growth,product,all,,0.0022607886162643,0.2207792207792208,30.184533648170014,
f4f67ccaece962d013a4e1d7dc3a61f7,4fcb3d9a5f4871e8362dfedbdb02b064,1,FP-Growth,product,all,,0.0011303943081321,0.3035714285714286,51.2967495987159,
0bcc3eeca39e1064258aa1e932269894,422879e10f46682990de24d770e7f83d,1,ECLAT-style,product,all,,0.0003989626969878,0.06,2.563465909090909,
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,1,ECLAT-style,product,all,,0.0019283197021078,0.1895424836601307,6.251160990712075,
36f60d45225e60c7da4558b070ce4b60,e53e557d5a159f5aa2c5e995dfdf244b,1,ECLAT-style,product,all,,0.0022607886162643,0.3090909090909091,30.18453364817001,
36f60d45225e60c7da4558b070ce4b60,3f14d740544f37ece8a9e7bc8349797e,2,ECLAT-style,product,all,,0.0007979253939756,0.109090909090909,21.03356643356643,
3f14d740544f37ece8a9e7bc8349797e,36f60d45225e60c7da4558b070ce4b60,1,ECLAT-style,product,all,,0.0007979253939756,0.1538461538461538,21.03356643356643,
4fcb3d9a5f4871e8362dfedbdb02b064,f4f67ccaece962d013a4e1d7dc3a61f7,1,ECLAT-style,product,all,,0.0011303943081321,0.1910112359550562,51.2967495987159,
6c3effec7c8ddba466d4f03f982c7aa3,0aabfb375647d9738ad0f7b4ea3653b1,1,ECLAT-style,product,all,,0.0003324689141565,0.0531914893617021,5.8390277993477255,
99a4788cb24856965c36a24e339b6058,35afc973633aaeb6b877ff57b2793310,1,ECLAT-style,product,all,,0.0019283197021078,0.0635964912280701,6.251160990712076,
e53e557d5a159f5aa2c5e995dfdf244b,36f60d45225e60c7da4558b070ce4b60,1,ECLAT-style,product,all,,0.0022607886162643,0.2207792207792208,30.184533648170014,
f4f67ccaece962d013a4e1d7dc3a61f7,4fcb3d9a5f4871e8362dfedbdb02b064,1,ECLAT-style,product,all,,0.0011303943081321,0.3035714285714286,51.2967495987159,
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,1,FP-Growth,product,segment,0.0,0.001113647753215658,0.17699115044247787,9.186659164151619,Urban Core Buyers
36f60d45225e60c7da4558b070ce4b60,e53e557d5a159f5aa2c5e995dfdf244b,1,FP-Growth,product,segment,0.0,0.001559106854501921,0.3255813953488372,47.154163540885214,Urban Core Buyers
36f60d45225e60c7da4558b070ce4b60,3f14d740544f37ece8a9e7bc8349797e,2,FP-Growth,product,segment,0.0,0.00044545910128626317,0.09302325581395349,28.315333070555774,Urban Core Buyers
3f14d740544f37ece8a9e7bc8349797e,36f60d45225e60c7da4558b070ce4b60,1,FP-Growth,product,segment,0.0,0.00044545910128626317,0.13559322033898305,28.315333070555774,Urban Core Buyers
4fcb3d9a5f4871e8362dfedbdb02b064,f4f67ccaece962d013a4e1d7dc3a61f7,1,FP-Growth,product,segment,0.0,0.0007238710395901777,0.18055555555555558,75.4092377260982,Urban Core Buyers
5b8a5a9417210b1b84b67b9a7aefb935,e5ae72c62ebfa708624f5029d609b160,1,FP-Growth,product,segment,0.0,0.00033409432596469735,0.37499999999999994,259.0240384615384,Urban Core Buyers
99a4788cb24856965c36a24e339b6058,35afc973633aaeb6b877ff57b2793310,1,FP-Growth,product,segment,0.0,0.001113647753215658,0.057803468208092484,9.186659164151619,Urban Core Buyers
e53e557d5a159f5aa2c5e995dfdf244b,36f60d45225e60c7da4558b070ce4b60,1,FP-Growth,product,segment,0.0,0.001559106854501921,0.22580645161290322,47.15416354088522,Urban Core Buyers
e5ae72c62ebfa708624f5029d609b160,5b8a5a9417210b1b84b67b9a7aefb935,1,FP-Growth,product,segment,0.0,0.00033409432596469735,0.23076923076923075,259.02403846153845,Urban Core Buyers
f4f67ccaece962d013a4e1d7dc3a61f7,4fcb3d9a5f4871e8362dfedbdb02b064,1,FP-Growth,product,segment,0.0,0.0007238710395901777,0.3023255813953488,75.4092377260982,Urban Core Buyers
0bcc3eeca39e1064258aa1e932269894,422879e10f46682990de24d770e7f83d,1,FP-Growth,product,segment,1.0,0.000471253534401508,0.1176470588235294,8.608519269776874,Southern Mid-Spend Buyers
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,1,FP-Growth,product,segment,1.0,0.000471253534401508,0.11111111111111112,9.62358276643991,Southern Mid-Spend Buyers
36f60d45225e60c7da4558b070ce4b60,e53e557d5a159f5aa2c5e995dfdf244b,1,FP-Growth,product,segment,1.0,0.00117813383600377,0.2777777777777778,45.34188034188034,Southern Mid-Spend Buyers
36f60d45225e60c7da4558b070ce4b60,3f14d740544f37ece8a9e7bc8349797e,2,FP-Growth,product,segment,1.0,0.000471253534401508,0.11111111111111112,36.27350427350427,Southern Mid-Spend Buyers
389d119b48cf3043d311335e499d9c6b,53759a2ecddad2bb87a079a1f1519f73,1,FP-Growth,product,segment,1.0,0.000706880301602262,0.053571428571428575,4.8373860182370825,Southern Mid-Spend Buyers
389d119b48cf3043d311335e499d9c6b,422879e10f46682990de24d770e7f83d,2,FP-Growth,product,segment,1.0,0.000706880301602262,0.053571428571428575,3.9199507389162562,Southern Mid-Spend Buyers
3f14d740544f37ece8a9e7bc8349797e,36f60d45225e60c7da4558b070ce4b60,1,FP-Growth,product,segment,1.0,0.000471253534401508,0.15384615384615383,36.27350427350427,Southern Mid-Spend Buyers
422879e10f46682990de24d770e7f83d,389d119b48cf3043d311335e499d9c6b,1,FP-Growth,product,segment,1.0,0.000706880301602262,0.05172413793103448,3.9199507389162562,Southern Mid-Spend Buyers
4fcb3d9a5f4871e8362dfedbdb02b064,f4f67ccaece962d013a4e1d7dc3a61f7,1,FP-Growth,product,segment,1.0,0.000471253534401508,0.22222222222222224,157.1851851851852,Southern Mid-Spend Buyers
53759a2ecddad2bb87a079a1f1519f73,389d119b48cf3043d311335e499d9c6b,1,FP-Growth,product,segment,1.0,0.000706880301602262,0.06382978723404256,4.8373860182370825,Southern Mid-Spend Buyers
b0961721fd839e9982420e807758a2a6,53759a2ecddad2bb87a079a1f1519f73,1,FP-Growth,product,segment,1.0,0.000471253534401508,0.13333333333333333,12.039716312056738,Southern Mid-Spend Buyers
e53e557d5a159f5aa2c5e995dfdf244b,36f60d45225e60c7da4558b070ce4b60,1,FP-Growth,product,segment,1.0,0.00117813383600377,0.1923076923076923,45.34188034188034,Southern Mid-Spend Buyers
f4f67ccaece962d013a4e1d7dc3a61f7,4fcb3d9a5f4871e8362dfedbdb02b064,1,FP-Growth,product,segment,1.0,0.000471253534401508,0.3333333333333333,157.1851851851852,Southern Mid-Spend Buyers
1dc7685f4fdb9622d84ae2ec658d5bbf,e256d05115f9eb3766f3ab752132a4e2,1,FP-Growth,product,segment,2.0,0.0010368066355624676,1.0,964.5,Central High-Value Buyers
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,1,FP-Growth,product,segment,2.0,0.002073613271124935,0.4,26.606896551724137,Central High-Value Buyers
389d119b48cf3043d311335e499d9c6b,b0961721fd839e9982420e807758a2a6,1,FP-Growth,product,segment,2.0,0.0010368066355624676,0.11764705882352941,45.38823529411765,Central High-Value Buyers
99a4788cb24856965c36a24e339b6058,35afc973633aaeb6b877ff57b2793310,1,FP-Growth,product,segment,2.0,0.002073613271124935,0.13793103448275862,26.606896551724137,Central High-Value Buyers
b0961721fd839e9982420e807758a2a6,389d119b48cf3043d311335e499d9c6b,1,FP-Growth,product,segment,2.0,0.0010368066355624676,0.4,45.38823529411765,Central High-Value Buyers
e256d05115f9eb3766f3ab752132a4e2,1dc7685f4fdb9622d84ae2ec658d5bbf,1,FP-Growth,product,segment,2.0,0.0010368066355624676,1.0,964.5,Central High-Value Buyers
0cfc9fea40ee0f7006d150fbdf3fa808,480be8d20c4b6a7df1eae0f2c17f2db2,1,FP-Growth,product,segment,3.0,0.0009339975093399751,1.0,356.8888888888889,Credit-Reliant Northeast Buyers
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,1,FP-Growth,product,segment,3.0,0.0009339975093399751,0.25,28.678571428571427,Credit-Reliant Northeast Buyers
368c6c730842d78016ad823897a372db,53759a2ecddad2bb87a079a1f1519f73,1,FP-Growth,product,segment,3.0,0.0006226650062266501,0.06896551724137931,7.383908045977012,Credit-Reliant Northeast Buyers
480be8d20c4b6a7df1eae0f2c17f2db2,0cfc9fea40ee0f7006d150fbdf3fa808,1,FP-Growth,product,segment,3.0,0.0009339975093399751,0.33333333333333337,356.8888888888889,Credit-Reliant Northeast Buyers
4fcb3d9a5f4871e8362dfedbdb02b064,f4f67ccaece962d013a4e1d7dc3a61f7,1,FP-Growth,product,segment,3.0,0.0006226650062266501,0.4,321.20000000000005,Credit-Reliant Northeast Buyers
53759a2ecddad2bb87a079a1f1519f73,368c6c730842d78016ad823897a372db,1,FP-Growth,product,segment,3.0,0.0006226650062266501,0.06666666666666667,7.3839080459770114,Credit-Reliant Northeast Buyers
99a4788cb24856965c36a24e339b6058,eebbed5ed3b134eceb717496c47652ba,1,FP-Growth,product,segment,3.0,0.0006226650062266501,0.07142857142857142,57.357142857142854,Credit-Reliant Northeast Buyers
99a4788cb24856965c36a24e339b6058,35afc973633aaeb6b877ff57b2793310,2,FP-Growth,product,segment,3.0,0.0009339975093399751,0.10714285714285715,28.67857142857143,Credit-Reliant Northeast Buyers
eebbed5ed3b134eceb717496c47652ba,99a4788cb24856965c36a24e339b6058,1,FP-Growth,product,segment,3.0,0.0006226650062266501,0.5,57.357142857142854,Credit-Reliant Northeast Buyers
f4f67ccaece962d013a4e1d7dc3a61f7,4fcb3d9a5f4871e8362dfedbdb02b064,1,FP-Growth,product,segment,3.0,0.0006226650062266501,0.5,321.2,Credit-Reliant Northeast Buyers
